prompt,depth,label,prompt_id,seq_len,answer_token_index,winding,shape,steps_settle
"The dinosaur is sleepy. The dinosaur is dull. The dinosaur is lazy. The dinosaur needs the squirrel. The wolf visits the rabbit. The wolf is strong. The wolf is heavy. The squirrel is nice. The squirrel is quiet. The squirrel is kind. The rabbit is lovely. The rabbit is small. The rabbit is furry. Nice animals are lovely. If something is dull then it likes the squirrel. If something likes the squirrel then it is slow. If something is sleepy and dull then it is lazy. If something is lovely and small then it is cute. If something is strong and heavy then it is awful. All lazy animals are rough. All lovely animals are small. All awful animals are fierce. All cute animals are beautiful.
Question: The squirrel is not small.
Answer:",2,0,d2_0,164,-1,-0.6176807880401611,settle,25
"Dave is strong. Dave is huge. Dave is high. Anne is short. Anne is small. Erin is smart. Erin is quiet. Erin is nice. Charlie is poor. Charlie is bad. Charlie is dull. Strong people are smart. If someone is short and small then they are little. If someone is poor and bad then they are sad. If someone is smart and quiet then they are kind. All little people are thin. All smart people are quiet. All kind people are wealthy. All sad people are rough.
Question: Erin is wealthy.
Answer:",2,1,d2_1,121,-1,0.641231119632721,settle,23
"The bear is slow. The bear is lazy. The bear is rough. The bear visits the rabbit. The crocodile attacks the squirrel. The crocodile is big. The crocodile is heavy. The rabbit is kind. The rabbit is quiet. The rabbit is nice. The squirrel is furry. The squirrel is beautiful. The squirrel is cute. Kind animals are furry. If something is lazy then it likes the rabbit. If something likes the rabbit then it is dull. If something is slow and lazy then it is rough. If something is furry and beautiful then it is lovely. If something is big and heavy then it is strong. All rough animals are sleepy. All furry animals are beautiful. All strong animals are fierce. All lovely animals are small.
Question: The bear is not sleepy.
Answer:",2,0,d2_2,170,-1,0.627538800239563,settle,20
"Bob is strong. Bob is huge. Bob is big. Alan is thin. Alan is small. Harry is wealthy. Harry is quiet. Harry is smart. Charlie is rough. Charlie is bad. Charlie is poor. Strong people are wealthy. If someone is thin and small then they are little. If someone is rough and bad then they are dull. If someone is wealthy and quiet then they are nice. All little people are short. All wealthy people are quiet. All nice people are kind. All dull people are sad.
Question: Harry is not kind.
Answer:",2,0,d2_3,118,-1,-0.5701017379760742,settle,18
"Dave is strong. Dave is high. Anne is thin. Anne is short. Alan is nice. Erin is sad. Erin is poor. If someone is not huge then they are sad. If someone is not dull then they are wealthy. If someone is nice then they are smart. If someone is smart and not bad then they are kind. If someone is sad and not huge then they are rough. If someone is thin and short then they are bad. If someone is bad and not smart then they are poor. All wealthy people are quiet. 
Question: Dave is not rough.
Answer:",2,0,d2_4,124,-1,-0.6246060729026794,settle,23
"The lion is rough. The lion is slow. The lion is dull. The lion attacks the squirrel. The wolf sees the rabbit. The wolf is awful. The wolf is strong. The squirrel is round. The squirrel is kind. The squirrel is nice. The rabbit is cute. The rabbit is lovely. The rabbit is furry. Round animals are cute. If something is slow then it chases the squirrel. If something chases the squirrel then it is sleepy. If something is rough and slow then it is dull. If something is cute and lovely then it is small. If something is awful and strong then it is big. All dull animals are lazy. All cute animals are lovely. All big animals are fierce. All small animals are beautiful.
Question: The wolf is not fierce.
Answer:",2,0,d2_5,165,-1,0.6611232757568359,settle,18
"Alan is huge. Alan is high. Alan is strong. Dave is little. Dave is short. Fiona is nice. Fiona is kind. Fiona is wealthy. Gary is dull. Gary is bad. Gary is sad. Huge people are nice. If someone is little and short then they are thin. If someone is dull and bad then they are rough. If someone is nice and kind then they are smart. All thin people are small. All nice people are kind. All smart people are quiet. All rough people are poor.
Question: Alan is not kind.
Answer:",2,0,d2_6,123,-1,-0.6366316676139832,settle,21
"Bob is big. Bob is high. Gary is thin. Gary is little. Harry is quiet. Fiona is sad. Fiona is bad. If someone is not strong then they are sad. If someone is not rough then they are kind. If someone is quiet then they are smart. If someone is smart and not dull then they are nice. If someone is sad and not strong then they are poor. If someone is thin and little then they are dull. If someone is dull and not smart then they are bad. All kind people are wealthy. 
Question: Harry is not nice.
Answer:",2,0,d2_7,124,-1,0.6958550214767456,settle,15
"The bear is dull. The bear is slow. The dinosaur is big. The dinosaur is heavy. The bear visits the squirrel. The dinosaur likes the cat. The squirrel is kind. The cat is kind. The cat is lovely. The cat is furry. If something is not kind then it chases the squirrel. If something chases the squirrel then it is sleepy. If something is not smart then it is big. If something is not fierce then it is cute. If something is lovely then it is furry. If something is furry and not awful then it is beautiful. If something is big and not smart then it is strong. If something is dull and slow then it is awful. If something is awful and not furry then it is heavy. All cute animals are small.
Question: The bear is heavy.
Answer:",2,1,d2_8,170,-1,0.634132981300354,settle,21
"The snake is sleepy. The snake is lazy. The crocodile is big. The crocodile is fierce. The snake needs the cat. The crocodile chases the rabbit. The cat is round. The rabbit is round. The rabbit is beautiful. The rabbit is furry. If something is not round then it visits the cat. If something visits the cat then it is slow. If something is not quiet then it is big. If something is not heavy then it is lovely. If something is beautiful then it is furry. If something is furry and not awful then it is cute. If something is big and not quiet then it is strong. If something is sleepy and lazy then it is awful. If something is awful and not furry then it is fierce. All lovely animals are small.
Question: The rabbit is small.
Answer:",2,1,d2_9,176,-1,-0.29437756538391113,settle,18
"Anne is huge. Anne is strong. Anne is high. Erin is little. Erin is tiny. Dave is kind. Dave is clever. Dave is smart. Fiona is rough. Fiona is sad. Fiona is dull. Huge people are kind. If someone is little and tiny then they are small. If someone is rough and sad then they are bad. If someone is kind and clever then they are wealthy. If someone is small then they are short. All short people are thin. If someone is kind then they are clever. All clever people are smart. If someone is wealthy then they are quiet. All quiet people are nice. If someone is bad then they are imperfect. All imperfect people are poor.
Question: Erin is thin.
Answer:",3,1,d3_0,160,-1,0.6557295322418213,settle,23
"Dave is strong. Dave is huge. Bob is small. Bob is little. Gary is wealthy. Alan is poor. Alan is bad. If someone is not high then they are poor. If someone is not dull then they are kind. If someone is wealthy then they are quiet. If someone is quiet and not sad then they are nice. If someone is poor and not high then they are rough. All rough people are short. If someone is small and little then they are sad. If someone is sad and not quiet then they are bad. If someone is bad then they are young. If someone is kind then they are clever. All clever people are smart. All nice people are experienced. 
Question: Alan is smart.
Answer:",3,1,d3_1,151,-1,-0.662212610244751,settle,20
"The bear is dull. The bear is slow. The bear is tired. The bear visits the mouse. The crocodile likes the cat. The crocodile is fierce. The crocodile is obese. The mouse is round. The mouse is nice. The mouse is smart. The cat is furry. The cat is beautiful. The cat is cute. Round animals are furry. If something is slow then it attacks the mouse. If something attacks the mouse then it is rough. If something is dull and slow then it is tired. If something is furry and beautiful then it is adorable. If something is fierce and obese then it is strong. If something is tired then it is lazy. All lazy animals are sleepy. If something is furry then it is beautiful. All beautiful animals are cute. If something is strong then it is heavy. All heavy animals are big. If something is adorable then it is small. All small animals are lovely. All rough animals are awful.
Question: The crocodile is big.
Answer:",3,1,d3_2,216,-1,0.6512669324874878,settle,19
"The lion is rough. The lion is tired. The lion is dull. The lion attacks the squirrel. The leopard chases the mouse. The leopard is strong. The leopard is awful. The squirrel is quiet. The squirrel is round. The squirrel is smart. The mouse is adorable. The mouse is cute. The mouse is lovely. Quiet animals are adorable. If something is tired then it visits the squirrel. If something visits the squirrel then it is lazy. If something is rough and tired then it is dull. If something is adorable and cute then it is beautiful. If something is strong and awful then it is big. If something is dull then it is sleepy. All sleepy animals are slow. If something is adorable then it is cute. All cute animals are lovely. If something is big then it is heavy. All heavy animals are fierce. If something is beautiful then it is furry. All furry animals are small. All lazy animals are obese.
Question: The squirrel is lovely.
Answer:",3,1,d3_3,215,-1,-0.62678462266922,settle,17
"The tiger is slow. The tiger is lazy. The tiger is rough. The tiger chases the mouse. The bear attacks the squirrel. The bear is big. The bear is fierce. The mouse is quiet. The mouse is smart. The mouse is nice. The squirrel is adorable. The squirrel is cute. The squirrel is beautiful. Quiet animals are adorable. If something is lazy then it likes the mouse. If something likes the mouse then it is tired. If something is slow and lazy then it is rough. If something is adorable and cute then it is lovely. If something is big and fierce then it is heavy. If something is rough then it is sleepy. All sleepy animals are dull. If something is adorable then it is cute. All cute animals are beautiful. If something is heavy then it is obese. All obese animals are awful. If something is lovely then it is furry. All furry animals are small. All tired animals are strong.
Question: The mouse is not beautiful.
Answer:",3,0,d3_4,214,-1,-0.6430303454399109,settle,20
"Charlie is huge. Charlie is high. Charlie is big. Gary is thin. Gary is small. Dave is wealthy. Dave is quiet. Dave is nice. Harry is dull. Harry is poor. Harry is imperfect. Huge people are wealthy. If someone is thin and small then they are tiny. If someone is dull and poor then they are bad. If someone is wealthy and quiet then they are clever. If someone is tiny then they are short. All short people are little. If someone is wealthy then they are quiet. All quiet people are nice. If someone is clever then they are kind. All kind people are smart. If someone is bad then they are rough. All rough people are sad.
Question: Dave is smart.
Answer:",3,1,d3_5,154,-1,-0.6840124726295471,settle,20
"The wolf is slow. The wolf is tired. The wolf is dull. The wolf needs the dog. The tiger visits the rabbit. The tiger is big. The tiger is fierce. The dog is kind. The dog is nice. The dog is smart. The rabbit is small. The rabbit is beautiful. The rabbit is furry. Kind animals are small. If something is tired then it likes the dog. If something likes the dog then it is sleepy. If something is slow and tired then it is dull. If something is small and beautiful then it is lovely. If something is big and fierce then it is obese. If something is dull then it is lazy. All lazy animals are rough. If something is small then it is beautiful. All beautiful animals are furry. If something is obese then it is awful. All awful animals are strong. If something is lovely then it is adorable. All adorable animals are cute. All sleepy animals are heavy.
Question: The rabbit is not cute.
Answer:",3,0,d3_6,210,-1,0.6355901956558228,settle,22
"Fiona is high. Fiona is big. Anne is short. Anne is little. Erin is kind. Alan is sad. Alan is dull. If someone is not huge then they are sad. If someone is not poor then they are wealthy. If someone is kind then they are quiet. If someone is quiet and not rough then they are clever. If someone is sad and not huge then they are bad. All bad people are thin. If someone is short and little then they are rough. If someone is rough and not quiet then they are dull. If someone is dull then they are young. If someone is wealthy then they are smart. All smart people are nice. All clever people are old. 
Question: Erin is not old.
Answer:",3,0,d3_7,156,-1,-0.6808279156684875,settle,19
"The dinosaur is sleepy. The dinosaur is dull. The wolf is strong. The wolf is horrible. The dinosaur likes the squirrel. The wolf visits the cat. The squirrel is kind. The cat is kind. The cat is lovely. The cat is small. If something is not kind then it needs the squirrel. If something needs the squirrel then it is slow. If something is not quiet then it is strong. If something is not heavy then it is cute. If something is lovely then it is small. If something is small and not awful then it is beautiful. If something is strong and not quiet then it is big. If something is sleepy and dull then it is awful. If something is awful and not small then it is horrible. If something is cute then it is furry. All furry animals are nice. All beautiful animals are smart. All big animals are fierce. All horrible animals are heavy. All slow animals are rough.
Question: The dinosaur is fierce.
Answer:",3,1,d3_8,202,-1,0.6459546685218811,settle,21
"Harry is big. Harry is high. Harry is huge. Gary is short. Gary is tiny. Anne is smart. Anne is kind. Anne is quiet. Charlie is dull. Charlie is poor. Charlie is sad. Big people are smart. If someone is short and tiny then they are small. If someone is dull and poor then they are imperfect. If someone is smart and kind then they are wealthy. If someone is small then they are little. All little people are thin. If someone is smart then they are kind. All kind people are quiet. If someone is wealthy then they are clever. All clever people are nice. If someone is imperfect then they are rough. All rough people are bad.
Question: Harry is not quiet.
Answer:",3,0,d3_9,154,-1,0.662494957447052,settle,22
"The bear is tired. The bear is reckless. The bear is lazy. The bear likes the squirrel. The snake needs the cat. The snake is heavy. The snake is fierce. The squirrel is quiet. The squirrel is kind. The squirrel is smart. The cat is cute. The cat is lovely. The cat is adorable. Quiet animals are cute. If something is reckless then it visits the squirrel. If something visits the squirrel then it is sleepy. If something is tired and reckless then it is lazy. If something is cute and lovely then it is small. If something is heavy and fierce then it is strong. If something is lazy then it is dull. If something is dull then it is slow. All slow animals are fierce. If something is cute then it is lovely. If something is lovely then it is adorable. If something is adorable then it is smart. All adorable animals are round. If something is strong then it is big. All big animals are awful. All awful animals are reckless. If something is small then it is furry. All furry animals are beautiful. All beautiful animals are tired. If something is sleepy then it is obese. All obese animals are rough.
Question: The bear is not fierce.
Answer:",4,0,d4_0,261,-1,0.641518235206604,settle,19
"Fiona is big. Fiona is high. Fiona is huge. Gary is little. Gary is tiny. Harry is smart. Harry is wealthy. Harry is nice. Alan is sad. Alan is dull. Alan is imperfect. Big people are smart. If someone is little and tiny then they are thin. If someone is sad and dull then they are poor. If someone is smart and wealthy then they are kind. If someone is thin then they are small. If someone is small then they are short. All short people are imperfect. If someone is smart then they are wealthy. If someone is wealthy then they are nice. All nice people are strong. If someone is kind then they are clever. If someone is clever then they are quiet. All quiet people are high. If someone is poor then they are bad. If someone is bad then they are rough. All rough people are tiny.
Question: Harry is not high.
Answer:",4,0,d4_1,193,-1,-0.6442455053329468,settle,22
"Gary is high. Gary is big. Gary is strong. Anne is short. Anne is little. Alan is smart. Alan is clever. Alan is nice. Harry is dull. Harry is sad. Harry is imperfect. High people are smart. If someone is short and little then they are small. If someone is dull and sad then they are bad. If someone is smart and clever then they are kind. If someone is small then they are thin. If someone is thin then they are tiny. All tiny people are imperfect. If someone is smart then they are clever. If someone is clever then they are nice. All nice people are huge. If someone is kind then they are quiet. If someone is quiet then they are wealthy. All wealthy people are big. If someone is bad then they are rough. If someone is rough then they are poor. All poor people are little.
Question: Harry is not little.
Answer:",4,0,d4_2,191,-1,-0.6568259000778198,settle,24
"The snake is boring. The snake is rough. The leopard is heavy. The leopard is powerful. The snake needs the cat. The leopard likes the rabbit. The cat is quiet. The rabbit is quiet. The rabbit is beautiful. The rabbit is cute. If something is not quiet then it visits the cat. If something visits the cat then it is lazy. If something is not nice then it is heavy. If something is not horrible then it is furry. If something is beautiful then it is cute. If something is cute and not fierce then it is lovely. If something is heavy and not nice then it is big. If something is boring and rough then it is fierce. If something is fierce and not cute then it is powerful. If something is furry then it is small. If something is small then it is kind. All kind animals are nice. All lovely animals are round. All round animals are smart. If something is big then it is awful. All awful animals are dull. If something is powerful then it is horrible. All horrible animals are slow. All lazy animals are sleepy. All sleepy animals are strong.
Question: The rabbit is smart.
Answer:",4,1,d4_3,244,-1,0.6532413959503174,settle,20
"Gary is huge. Gary is big. Gary is high. Fiona is small. Fiona is short. Charlie is quiet. Charlie is nice. Charlie is wealthy. Bob is dull. Bob is sad. Bob is bad. Huge people are quiet. If someone is small and short then they are thin. If someone is dull and sad then they are poor. If someone is quiet and nice then they are smart. If someone is thin then they are little. If someone is little then they are tiny. All tiny people are bad. If someone is quiet then they are nice. If someone is nice then they are wealthy. All wealthy people are strong. If someone is smart then they are kind. If someone is kind then they are clever. All clever people are big. If someone is poor then they are imperfect. If someone is imperfect then they are rough. All rough people are short.
Question: Gary is not strong.
Answer:",4,0,d4_4,194,-1,-0.6886478066444397,settle,19
"The lion is slow. The lion is sleepy. The bear is horrible. The bear is heavy. The lion sees the squirrel. The bear likes the cat. The squirrel is round. The cat is round. The cat is lovely. The cat is furry. If something is not round then it visits the squirrel. If something visits the squirrel then it is rough. If something is not kind then it is horrible. If something is not powerful then it is beautiful. If something is lovely then it is furry. If something is furry and not fierce then it is small. If something is horrible and not kind then it is awful. If something is slow and sleepy then it is fierce. If something is fierce and not furry then it is heavy. If something is beautiful then it is cute. If something is cute then it is quiet. All quiet animals are kind. All small animals are smart. All smart animals are nice. If something is awful then it is big. All big animals are boring. If something is heavy then it is powerful. All powerful animals are lazy. All rough animals are dull. All dull animals are strong.
Question: The lion is not boring.
Answer:",4,0,d4_5,242,-1,0.6397511959075928,settle,20
"Fiona is big. Fiona is strong. Alan is thin. Alan is small. Anne is wealthy. Erin is poor. Erin is rough. If someone is not huge then they are poor. If someone is not bad then they are nice. If someone is wealthy then they are clever. If someone is clever and not sad then they are smart. If someone is poor and not huge then they are dull. If someone is dull then they are short. All short people are tiny. If someone is thin and small then they are sad. If someone is sad and not clever then they are rough. If someone is rough then they are energetic. If someone is energetic then they are young. If someone is nice then they are kind. If someone is kind then they are quiet. All quiet people are clever. If someone is smart then they are experienced. All experienced people are old.
Question: Fiona is tiny.
Answer:",4,1,d4_6,192,-1,-0.4320710301399231,settle,30
"Dave is high. Dave is big. Alan is tiny. Alan is little. Fiona is clever. Harry is rough. Harry is sad. If someone is not strong then they are rough. If someone is not bad then they are quiet. If someone is clever then they are wealthy. If someone is wealthy and not dull then they are smart. If someone is rough and not strong then they are poor. If someone is poor then they are thin. All thin people are short. If someone is tiny and little then they are dull. If someone is dull and not wealthy then they are sad. If someone is sad then they are energetic. If someone is energetic then they are young. If someone is quiet then they are kind. If someone is kind then they are nice. All nice people are wealthy. If someone is smart then they are old. All old people are experienced.
Question: Alan is young.
Answer:",4,1,d4_7,188,-1,-0.6279815435409546,settle,20
"The crocodile is sleepy. The crocodile is reckless. The crocodile is dull. The crocodile sees the dog. The lion attacks the rabbit. The lion is big. The lion is obese. The dog is nice. The dog is kind. The dog is round. The rabbit is beautiful. The rabbit is lovely. The rabbit is small. Nice animals are beautiful. If something is reckless then it likes the dog. If something likes the dog then it is slow. If something is sleepy and reckless then it is dull. If something is beautiful and lovely then it is cute. If something is big and obese then it is awful. If something is dull then it is lazy. If something is lazy then it is tired. All tired animals are obese. If something is beautiful then it is lovely. If something is lovely then it is small. If something is small then it is round. All small animals are quiet. If something is awful then it is fierce. All fierce animals are heavy. All heavy animals are reckless. If something is cute then it is adorable. All adorable animals are furry. All furry animals are sleepy. If something is slow then it is strong. All strong animals are rough.
Question: The rabbit is sleepy.
Answer:",4,1,d4_8,268,-1,-0.6299471259117126,settle,17
"Erin is huge. Erin is strong. Bob is tiny. Bob is short. Alan is wealthy. Dave is bad. Dave is sad. If someone is not high then they are bad. If someone is not rough then they are clever. If someone is wealthy then they are nice. If someone is nice and not poor then they are kind. If someone is bad and not high then they are dull. If someone is dull then they are thin. All thin people are small. If someone is tiny and short then they are poor. If someone is poor and not nice then they are sad. If someone is sad then they are young. If someone is young then they are energetic. If someone is clever then they are smart. If someone is smart then they are quiet. All quiet people are nice. If someone is kind then they are experienced. All experienced people are old.
Question: Dave is not nice.
Answer:",4,0,d4_9,190,-1,-0.44596976041793823,settle,31
"Bob is strong. Bob is high. Bob is big. Dave is little. Dave is short. Anne is wealthy. Anne is nice. Anne is clever. Alan is sad. Alan is imperfect. Alan is poor. Strong people are wealthy. If someone is little and short then they are thin. If someone is sad and imperfect then they are rough. If someone is wealthy and nice then they are kind. If someone is thin then they are small. If someone is small then they are tiny. If someone is tiny then they are poor. All poor people are imperfect. If someone is wealthy then they are nice. If someone is nice then they are clever. If someone is clever then they are huge. All huge people are heavy. If someone is kind then they are smart. If someone is smart then they are quiet. If someone is quiet then they are high. All high people are big. If someone is rough then they are bad. If someone is bad then they are dull. All dull people are short. All short people are little.
Question: Dave is imperfect.
Answer:",5,1,d5_0,222,-1,0.666253387928009,settle,25
"Dave is high. Dave is huge. Charlie is thin. Charlie is small. Erin is smart. Harry is bad. Harry is dull. If someone is not big then they are bad. If someone is not sad then they are nice. If someone is smart then they are kind. If someone is kind and not rough then they are clever. If someone is bad and not big then they are poor. If someone is poor then they are tiny. If someone is tiny then they are short. All short people are sad. If someone is thin and small then they are rough. If someone is rough and not kind then they are dull. If someone is dull then they are fashion. If someone is fashion then they are energetic. If someone is energetic then they are young. If someone is nice then they are quiet. If someone is quiet then they are wealthy. If someone is wealthy then they are kind. All kind people are quiet. If someone is clever then they are experienced. If someone is experienced then they are old. All old people are famous.
Question: Dave is not sad.
Answer:",5,0,d5_1,225,-1,0.4330084025859833,settle,22
"Fiona is high. Fiona is strong. Alan is small. Alan is short. Harry is quiet. Gary is sad. Gary is bad. If someone is not huge then they are sad. If someone is not rough then they are kind. If someone is quiet then they are clever. If someone is clever and not poor then they are wealthy. If someone is sad and not huge then they are dull. If someone is dull then they are little. If someone is little then they are thin. All thin people are rough. If someone is small and short then they are poor. If someone is poor and not clever then they are bad. If someone is bad then they are energetic. If someone is energetic then they are fashion. If someone is fashion then they are young. If someone is kind then they are smart. If someone is smart then they are nice. If someone is nice then they are clever. All clever people are smart. If someone is wealthy then they are famous. If someone is famous then they are old. All old people are experienced.
Question: Harry is not experienced.
Answer:",5,0,d5_2,226,-1,0.39715883135795593,settle,29
"The bear is rough. The bear is slow. The bear is tired. The bear attacks the mouse. The lion chases the rabbit. The lion is awful. The lion is obese. The mouse is quiet. The mouse is nice. The mouse is smart. The rabbit is adorable. The rabbit is cute. The rabbit is funny. Quiet animals are adorable. If something is slow then it visits the mouse. If something visits the mouse then it is angry. If something is rough and slow then it is tired. If something is adorable and cute then it is small. If something is awful and obese then it is big. If something is tired then it is boring. If something is boring then it is sleepy. If something is sleepy then it is obese. All obese animals are awful. If something is adorable then it is cute. If something is cute then it is funny. If something is funny then it is smart. If something is smart then it is round. All funny animals are kind. If something is big then it is heavy. All heavy animals are strong. If something is strong then it is slow. All slow animals are lazy. If something is small then it is lovely. All lovely animals are furry. If something is furry then it is rough. All rough animals are beautiful. If something is angry then it is fierce. If something is fierce then it is reckless. All reckless animals are dull.
Question: The bear is awful.
Answer:",5,1,d5_3,308,-1,0.6159105896949768,settle,16
"Alan is big. Alan is heavy. Alan is huge. Bob is small. Bob is short. Harry is kind. Harry is clever. Harry is quiet. Erin is sad. Erin is bad. Erin is imperfect. Big people are kind. If someone is small and short then they are tiny. If someone is sad and bad then they are dull. If someone is kind and clever then they are wealthy. If someone is tiny then they are little. If someone is little then they are thin. If someone is thin then they are imperfect. All imperfect people are bad. If someone is kind then they are clever. If someone is clever then they are quiet. If someone is quiet then they are high. All high people are strong. If someone is wealthy then they are nice. If someone is nice then they are smart. If someone is smart then they are heavy. All heavy people are huge. If someone is dull then they are rough. If someone is rough then they are poor. All poor people are short. All short people are small.
Question: Erin is not small.
Answer:",5,0,d5_4,228,-1,-0.6401640176773071,settle,19
"The crocodile is sleepy. The crocodile is tired. The snake is big. The snake is angry. The crocodile visits the mouse. The snake needs the dog. The mouse is round. The dog is round. The dog is beautiful. The dog is funny. If something is not round then it chases the mouse. If something chases the mouse then it is slow. If something is not nice then it is big. If something is not fierce then it is small. If something is beautiful then it is funny. If something is funny and not strong then it is furry. If something is big and not nice then it is awful. If something is sleepy and tired then it is strong. If something is strong and not funny then it is angry. If something is small then it is cute. If something is cute then it is quiet. If something is quiet then it is nice. All nice animals are smart. All furry animals are kind. If something is kind then it is clever. All clever animals are lovely. If something is awful then it is horrible. If something is horrible then it is reckless. All reckless animals are lazy. If something is angry then it is fierce. If something is fierce then it is dull. All dull animals are rough. All slow animals are boring. If something is boring then it is heavy. All heavy animals are powerful.
Question: The dog is smart.
Answer:",5,1,d5_5,294,-1,0.6969310641288757,settle,19
"Harry is high. Harry is strong. Alan is little. Alan is tiny. Fiona is clever. Anne is rough. Anne is bad. If someone is not huge then they are rough. If someone is not sad then they are kind. If someone is clever then they are smart. If someone is smart and not poor then they are wealthy. If someone is rough and not huge then they are dull. If someone is dull then they are thin. If someone is thin then they are short. All short people are sad. If someone is little and tiny then they are poor. If someone is poor and not smart then they are bad. If someone is bad then they are energetic. If someone is energetic then they are fashion. If someone is fashion then they are young. If someone is kind then they are nice. If someone is nice then they are quiet. If someone is quiet then they are smart. All smart people are nice. If someone is wealthy then they are old. If someone is old then they are experienced. All experienced people are famous.
Question: Fiona is famous.
Answer:",5,1,d5_6,225,-1,-0.32894787192344666,settle,20
"Harry is strong. Harry is high. Charlie is short. Charlie is tiny. Fiona is kind. Dave is sad. Dave is bad. If someone is not huge then they are sad. If someone is not dull then they are smart. If someone is kind then they are nice. If someone is nice and not poor then they are wealthy. If someone is sad and not huge then they are rough. If someone is rough then they are small. If someone is small then they are little. All little people are dull. If someone is short and tiny then they are poor. If someone is poor and not nice then they are bad. If someone is bad then they are fashion. If someone is fashion then they are young. If someone is young then they are energetic. If someone is smart then they are clever. If someone is clever then they are quiet. If someone is quiet then they are nice. All nice people are clever. If someone is wealthy then they are experienced. If someone is experienced then they are old. All old people are famous.
Question: Fiona is famous.
Answer:",5,1,d5_7,225,-1,0.4923679828643799,settle,30
"The bald eagle is boring. The bald eagle is dull. The tiger is angry. The tiger is big. The bald eagle chases the mouse. The tiger attacks the cat. The mouse is smart. The cat is smart. The cat is furry. The cat is beautiful. If something is not smart then it needs the mouse. If something needs the mouse then it is tired. If something is not kind then it is angry. If something is not horrible then it is small. If something is furry then it is beautiful. If something is beautiful and not strong then it is lovely. If something is angry and not kind then it is powerful. If something is boring and dull then it is strong. If something is strong and not beautiful then it is big. If something is small then it is funny. If something is funny then it is round. If something is round then it is kind. All kind animals are clever. All lovely animals are nice. If something is nice then it is quiet. All quiet animals are cute. If something is powerful then it is heavy. If something is heavy then it is reckless. All reckless animals are lazy. If something is big then it is horrible. If something is horrible then it is sleepy. All sleepy animals are rough. All tired animals are slow. If something is slow then it is awful. All awful animals are fierce.
Question: The cat is not clever.
Answer:",5,0,d5_8,297,-1,-0.7650250792503357,settle,20
"The snake is dull. The snake is sleepy. The snake is lazy. The snake visits the dog. The tiger sees the rabbit. The tiger is fierce. The tiger is obese. The dog is smart. The dog is round. The dog is nice. The rabbit is small. The rabbit is beautiful. The rabbit is cute. Smart animals are small. If something is sleepy then it attacks the dog. If something attacks the dog then it is rough. If something is dull and sleepy then it is lazy. If something is small and beautiful then it is furry. If something is fierce and obese then it is heavy. If something is lazy then it is tired. If something is tired then it is boring. If something is boring then it is obese. All obese animals are fierce. If something is small then it is beautiful. If something is beautiful then it is cute. If something is cute then it is nice. If something is nice then it is quiet. All cute animals are kind. If something is heavy then it is big. All big animals are awful. If something is awful then it is sleepy. All sleepy animals are reckless. If something is furry then it is lovely. All lovely animals are adorable. If something is adorable then it is dull. All dull animals are funny. If something is rough then it is strong. If something is strong then it is slow. All slow animals are angry.
Question: The rabbit is not funny.
Answer:",5,0,d5_9,308,-1,0.6432684063911438,settle,20
