acceleration,orthogonality,step_norms,exit_step_by_acceleration,exit_step_by_norm,max_acceleration,max_step_norm,mean_acceleration,mean_orthogonality,num_steps,depth,sample_id
"[16.259960952138382, 15.057704205941697, 13.749844499985416, 12.535538389766304, 11.478032369220873, 10.339025015058935, 9.37563985855411, 8.637699101885289, 7.9141490167595325, 7.111278901604355, 6.475827963367725, 6.007582796570005, 5.4705650110604145, 5.0634363471727, 4.61116117093843, 4.209028695589442, 3.7531579579113723, 3.472520808714461, 3.169392432301311, 2.8973523244001926, 2.6423660285628237, 2.441765642581579, 2.2342608037555047, 2.0166347609670576, 1.8440264649024853, 1.667894587892914, 1.5216516676658212, 1.3931945800713033, 1.288430427849094, 1.1571370890350554]","[-0.5042599229919542, -0.5120540327123959, -0.4939750352315279, -0.49796576226502015, -0.5099897519360871, -0.48924287768496383, -0.49062962645435854, -0.4954700849303255, -0.5031110841893355, -0.49313170808300455, -0.48002084623568664, -0.49566175011323854, -0.4864453995075452, -0.5139861751188431, -0.49728052029127273, -0.5236749070880587, -0.4805000661777768, -0.5059565855115157, -0.49863011885768477, -0.5000857573298049, -0.49577759428431917, -0.5125087210493517, -0.5129120296191939, -0.4839171994689569, -0.493824232046703, -0.4869673127239577, -0.4885060328763652, -0.4877505759599192, -0.5156646104613553, -0.4937407189503604]","[9.744069394966317, 8.999843874337836, 8.313461753487973, 7.589899258998659, 6.889034802956758, 6.31671699426002, 5.658599785542588, 5.198093717114831, 4.788117884608044, 4.337210163401176, 3.888905842889953, 3.6375639433835354, 3.3067925544473353, 3.036823152266666, 2.781056284576565, 2.5465546762492157, 2.273285335358838, 2.087547528810268, 1.912987146019952, 1.7471272297834317, 1.5972321477395577, 1.4571298267634418, 1.3500368208516362, 1.2177354929703625, 1.1227888871541067, 1.009894142361096, 0.923784799426055, 0.8393432607543045, 0.775554705146874, 0.7039347296276693, 0.6343964757029982]",26.0,26.0,16.259960952138382,9.744069394966317,5.859875329074153,-0.49812136800502943,32,3,13
"[16.591755512214757, 15.32229422226695, 14.145807549826083, 13.025684748734083, 12.176533695154118, 11.202183652805207, 10.30230919972892, 9.673947174199963, 8.852734326026988, 8.236768501310449, 7.711869047575238, 7.083912697020027, 6.586245715895093, 6.118534842916356, 5.571981250440887, 5.134329285570033, 4.818081426949973, 4.524591617697583, 4.197532216865498, 3.8614265663565024, 3.555311765231044, 3.3277515602718504, 3.0277895614918005, 2.7964158500442102, 2.605294344092544, 2.391427079801802, 2.209031716046612, 2.0725059265298356, 1.9147543301025651, 1.7626402329891115]","[-0.4968849696710805, -0.49707492210158466, -0.4963577262238737, -0.48926907545245796, -0.5016276980198308, -0.49452970970090665, -0.48224187236676863, -0.5072323580384003, -0.4907343116777465, -0.5010553327821478, -0.5075130620463256, -0.48613198156328574, -0.49266051020278595, -0.5018980197551092, -0.49683248470844726, -0.4848022313030642, -0.5004025473980886, -0.5196083209610751, -0.5127101660471209, -0.5043475643675716, -0.4961393597764414, -0.5160680493813198, -0.49356611956531765, -0.5026460176821226, -0.49498868572702, -0.49392753219231117, -0.4880145798841921, -0.5043283886463491, -0.5062327127631685, -0.4957529075288045]","[9.979311811511211, 9.19371258374216, 8.511814193149068, 7.837545693329516, 7.25343412269305, 6.796730212181101, 6.156742368256487, 5.808619641151628, 5.33172294918396, 4.9194211268927726, 4.586295859145972, 4.294823486859136, 3.9200963786981258, 3.702665688533923, 3.3551065474593593, 3.0837453081745116, 2.873848717532812, 2.6878101728583967, 2.5018682446875182, 2.323557979836688, 2.127361236882652, 1.9823914493323394, 1.8388881508590853, 1.663332686815776, 1.5623225192022911, 1.4503472559314126, 1.315528534917726, 1.2451610967452675, 1.143808985864381, 1.0620834634817333, 0.9755057071683688]",,30.0,16.591755512214757,9.979311811511211,6.693381520538536,-0.4985193072511573,32,4,14
"[16.434427525764537, 15.47952767504603, 14.65378832548875, 13.66396704250452, 12.72025918679358, 12.01466164213058, 11.2174722720107, 10.620772537338201, 9.768178977161286, 9.110890204386887, 8.529416290177341, 7.997388292842514, 7.449738363768651, 6.949351617611355, 6.563652932365693, 6.109150516719824, 5.718009394997916, 5.328140865970366, 4.978699653597597, 4.6841389185486415, 4.371793399553304, 4.140172710015553, 3.8488383653510825, 3.6306782220559235, 3.400502479244229, 3.1726788256856797, 2.9491395989508415, 2.7308273807573897, 2.56951794844307, 2.3948630897342293]","[-0.4909356178899353, -0.4960399663443413, -0.5028964123907453, -0.5036249703709821, -0.4923731349588531, -0.5145496258112461, -0.4915055443714628, -0.5209074072832387, -0.5025849238547495, -0.5018262975192733, -0.4987329227727172, -0.49719769644925743, -0.4936640363747393, -0.4907520804702278, -0.5017099822488064, -0.4910339304594313, -0.49451869210220645, -0.4909452223791448, -0.4923633414971427, -0.5012005644669771, -0.48349969383071095, -0.5093968011954957, -0.48820625740470713, -0.5029995520585412, -0.5089721871700645, -0.507475682091184, -0.49355411184884546, -0.4851720506017123, -0.49660179330777166, -0.4864672719926939]","[9.860050681586277, 9.17012084693483, 8.725881800946585, 8.175579635780819, 7.579457731890234, 7.1439257904159685, 6.659892260279563, 6.328318401222304, 5.847923591926503, 5.418989190204984, 5.093288502897631, 4.757886007969382, 4.483977669663587, 4.134056933350751, 3.914188623794955, 3.659123538131876, 3.4148543105442966, 3.198635649944277, 2.9709917763835256, 2.7916565356187752, 2.613987919359224, 2.46132122706095, 2.3035855946085806, 2.157421920055527, 2.0300987146271248, 1.8838838590717595, 1.7699345494092247, 1.6419654218419228, 1.5262926419149456, 1.4437115452166218, 1.3334412328067533]",,,16.434427525764537,9.860050681586277,7.44002147516721,-0.49772359238390684,32,5,15
"[16.085294299927806, 14.486466389773124, 12.57394817970097, 11.278005584979928, 10.319879429517682, 9.10380640934007, 8.237453309294017, 7.403299886394861, 6.60762237825303, 5.856114389824782, 5.31641118170663, 4.771967226285577, 4.229450041041448, 3.7091946791807304, 3.3159959710816103, 3.005205565174405, 2.717222825998845, 2.445268788241793, 2.149477098461879, 1.9303175652699023, 1.7479228115123557, 1.592012319426832, 1.418585869117118, 1.2681648393049099, 1.1215726458846393, 0.9908744675903921, 0.8893270836032181, 0.7910039007133541, 0.709752051140885, 0.6322322477432666]","[-0.5184051318695322, -0.5186182559432367, -0.47678210084002665, -0.48777804069417635, -0.5084935835570681, -0.4791239539621529, -0.5057831729525478, -0.5079324075435315, -0.5128374495161312, -0.4837916745758016, -0.5109470684266108, -0.5051278487604446, -0.4974104388115808, -0.48509116545752723, -0.4936940132475528, -0.4972518544049327, -0.49595782974848274, -0.5184943766935614, -0.48923718294853097, -0.5016518268172575, -0.5006976561123375, -0.5147950847744095, -0.5065749477374937, -0.5106768370452553, -0.49421379089235395, -0.48997274341481206, -0.4997883082687105, -0.4903367914836466, -0.4964648640978107, -0.4912531497063576]","[9.664367422676463, 8.789847145736102, 7.8259677274507, 6.793967468068391, 6.278635885737803, 5.5977823540758775, 4.982002403710389, 4.5076151765658645, 4.013796953602557, 3.579590446861579, 3.2159159598632807, 2.897993021364528, 2.6001539589144786, 2.284390899838191, 2.0171865977584917, 1.8181189572035004, 1.6538724523344184, 1.4864387329083038, 1.3182689171757918, 1.1711965605475079, 1.055518967793743, 0.961612093259509, 0.8669004667750042, 0.7665539774949018, 0.6919956325508325, 0.6045932388359624, 0.5428450088760566, 0.4835631059984107, 0.4322748658958788, 0.38783868912066577, 0.3438879318993547]",21.0,21.0,16.085294299927806,9.664367422676463,4.890128314516203,-0.49963945167679585,32,2,16
"[16.085018148485304, 14.619675886909569, 13.635599852096512, 12.594597098069187, 11.53996752478804, 10.408417607649238, 9.377043540441958, 8.667151239814766, 7.709350391372838, 7.0709892343810195, 6.5351809620056915, 5.951474574555998, 5.449802128412127, 5.021336473665121, 4.530908530678151, 4.127251068999364, 3.8004284850988603, 3.499982178148521, 3.152586307053491, 2.912938869392849, 2.6452511877974114, 2.4310340027781954, 2.2033868136569956, 2.0096420533419415, 1.8295649557009555, 1.686916836771308, 1.538712412077466, 1.4014811200056665, 1.2757782245828102, 1.170640826167948]","[-0.4820186331751415, -0.48280046545690636, -0.5073483804707655, -0.5078894030137088, -0.5067468319290733, -0.5043804663611826, -0.4869559390401031, -0.5242218607341395, -0.4754766074406652, -0.49574903339049375, -0.494201756782954, -0.4860885121275418, -0.5005251162354838, -0.5099982448424831, -0.49473925786044937, -0.4943074661736113, -0.4947500456702184, -0.5118225644174785, -0.4796212813273881, -0.5169015180141885, -0.4920575421015471, -0.5028586817570683, -0.49163600173091826, -0.5047068931731941, -0.487835098743396, -0.5005274895976214, -0.48546383197644205, -0.5001241074522715, -0.4970940555803208, -0.5100940714028223]","[9.866816427925988, 8.808419106996809, 8.16631721976958, 7.536159473969582, 6.965063998933388, 6.32523485892525, 5.669964821652897, 5.201620532697217, 4.722902176139645, 4.248300766717307, 3.9260270906133976, 3.632852842372837, 3.2680756520912744, 3.022112061642177, 2.7547935126213368, 2.483880326615817, 2.2895896635820616, 2.105159027586136, 1.919049715857286, 1.7447688797233827, 1.5990002752022385, 1.4625567484096078, 1.3410171158069193, 1.2091971699499693, 1.1069627320303346, 1.0135477063185463, 0.9334452596164758, 0.8513246432835592, 0.7661523437998293, 0.7080336964671214, 0.6385999373820024]",26.0,26.0,16.085018148485304,9.866816427925988,5.829403617829977,-0.4976313719326526,32,3,17
"[16.714688546757053, 15.579731420102755, 14.144135221584667, 13.158065064950405, 12.348556294797456, 11.311411550806545, 10.331211555637312, 9.527516796857318, 8.84395461917537, 8.21521354326714, 7.695395340924851, 7.024501876608892, 6.438957777249711, 6.023287478433422, 5.719098822857419, 5.308034869783746, 4.844802323614621, 4.460408029869149, 4.064834307933498, 3.786001160553617, 3.5420009311983467, 3.2214010825240935, 3.0043912623810267, 2.791476849523093, 2.579938350745403, 2.373766261350853, 2.210893102145672, 2.0540842953621308, 1.9117270344580437, 1.7875607169996284]","[-0.5082879083452578, -0.513714085414384, -0.48428493777013853, -0.49476430068375915, -0.5062605830829587, -0.4882757435386359, -0.4810961443252434, -0.4868696148991574, -0.4885047485688065, -0.49015294619493677, -0.5114972249837793, -0.4885767285085243, -0.48723330621763755, -0.48928646556342636, -0.511494417167879, -0.5118273594381326, -0.4978835726247985, -0.5006845783066072, -0.47974335228653386, -0.49365983968603194, -0.5099651273976171, -0.47704345525582975, -0.5018215933333637, -0.4961675289031623, -0.5048231353969445, -0.49382136296777007, -0.5034599292984943, -0.5012827810609998, -0.49354536773654195, -0.5092395994770549]","[9.9242483518874, 9.320019135014883, 8.583358225752312, 7.829093719982485, 7.388966039473933, 6.836742136123292, 6.271710245973004, 5.729341201267035, 5.3179133548994875, 4.931053830922791, 4.584185654351826, 4.265983114517831, 3.8730173861727297, 3.5920719567866506, 3.3869595257605702, 3.190783603130756, 2.9123343060578404, 2.6843560735427086, 2.4633259606394975, 2.260832137392642, 2.1193595055258467, 1.956010285933613, 1.7912563423282988, 1.6751665418850576, 1.5514807490938323, 1.421868058565886, 1.3241952884844816, 1.225149581968657, 1.145241737552525, 1.066520356651232, 0.9907959294430237]",,30.0,16.714688546757053,9.9242483518874,6.700568216281775,-0.4968422579478136,32,4,18
"[16.40906167483459, 15.129470460865141, 14.295656686625591, 13.600404516812565, 12.842076667972762, 11.89442033182753, 11.129490820230808, 10.320460787829324, 9.63426957009406, 9.166225688368794, 8.653560697775912, 8.029736130585452, 7.409800613102034, 6.936179085455515, 6.517492531128308, 6.152714356909808, 5.756685908734106, 5.334628144722288, 5.017318506664162, 4.78698310921419, 4.419056004521883, 4.085507400053739, 3.870829334827104, 3.603711922388361, 3.3890171981459996, 3.172776798989538, 2.925048007399025, 2.7232750173452387, 2.5947378639873855, 2.417065966231394]","[-0.4824096517658885, -0.4710880282053749, -0.4882640220749975, -0.5054623615573475, -0.5016901401080095, -0.4889765875801111, -0.4985406279028991, -0.48227713851425297, -0.48912197944474817, -0.5032225141318653, -0.504068456278355, -0.49987580542374077, -0.49397241795712216, -0.493043012089101, -0.4959708376000208, -0.5061581989720425, -0.49961157474132817, -0.4895471157345596, -0.48733835426459887, -0.5192551729397712, -0.5004699708411751, -0.4929913394231673, -0.5118047539349317, -0.48571684592736913, -0.49624592042284865, -0.5004506187601477, -0.493246490537727, -0.4868012105315513, -0.5077708276790902, -0.4968509889025329]","[9.957308540782638, 9.095524863865439, 8.542200298864707, 8.027207989862758, 7.6471564589242, 7.170707662795472, 6.610627320256931, 6.245119242751194, 5.739224951691346, 5.424508469539681, 5.1471842306600095, 4.829900090260073, 4.439686154826797, 4.131784517109897, 3.894876359867879, 3.639546153811911, 3.449623344571439, 3.1968825356393618, 2.9833268977657803, 2.834121648895946, 2.6573703944093396, 2.4430174432209695, 2.2846797929202904, 2.16698194604902, 2.013201473478468, 1.904496950306786, 1.7575789040827319, 1.626746726690151, 1.531248843213781, 1.4568633013098484, 1.3361820720928246]",,,16.40906167483459,9.957308540782638,7.4072553934547525,-0.4957414321415559,32,5,19
"[15.80047148874866, 14.070660067160105, 12.655129186880638, 11.357834065118237, 10.168070685289306, 9.167752908459462, 8.287803391446886, 7.344573550591054, 6.5265401198840225, 5.8887209173554105, 5.2939311422634745, 4.769391610232984, 4.252259932503438, 3.829522656703461, 3.3843537206015037, 3.0062715874800108, 2.72309989001157, 2.398647056987346, 2.1590193145019834, 1.9189216882809883, 1.733707677242282, 1.5665266714777628, 1.382424369933601, 1.2418938117250566, 1.1044901412528112, 0.992033276915681, 0.8888948274819336, 0.8040905474580913, 0.7193027540943253, 0.6346948130202292]","[-0.49800306875103223, -0.4908850049286358, -0.5013271955049372, -0.48626108437831844, -0.48967381571860413, -0.49123087602757265, -0.4972553663531203, -0.495366410297597, -0.48955626073902253, -0.5065655836041112, -0.48808739245173155, -0.49767649276994597, -0.48985783569239916, -0.5066261609045226, -0.5031233729427159, -0.49162986962665073, -0.5050421941958061, -0.4803277464547178, -0.49976272466903693, -0.4827027633313515, -0.4962000124418427, -0.505802243232786, -0.47564166721100193, -0.5058948158030832, -0.48415436547827967, -0.4953680676221746, -0.49404361045257805, -0.5005032501772825, -0.5146428740504235, -0.4966376285455669]","[9.635744760194052, 8.611596102963, 7.6762247068499505, 6.92376011154936, 6.2455797086786875, 5.528645284188215, 5.08528483811409, 4.487140641189959, 4.002096739698787, 3.5559650828824596, 3.226287645530614, 2.908200289723633, 2.600405705135023, 2.3237041144172843, 2.086423309787032, 1.8142928700651, 1.6656953699511774, 1.471420311840486, 1.3151027896491285, 1.1768360596532423, 1.0505830298056587, 0.9530719368469777, 0.8513684581035796, 0.7570564425098851, 0.6733460595740164, 0.6082244797836434, 0.5383309271998926, 0.4897314531663324, 0.43811888600153825, 0.387947736411511, 0.3453413126487435]",21.0,21.0,15.80047148874866,9.635744760194052,4.869034462370077,-0.49532832514522834,32,2,20
"[16.377339994256353, 15.037559957287058, 13.567818875187923, 12.413020525684578, 11.193002491737877, 10.211641649764633, 9.42271208789598, 8.65078126257901, 7.8819886230301055, 7.179139245163234, 6.585344552854184, 6.016749202374799, 5.498976533876774, 5.02060704086444, 4.560187796586045, 4.086191000446489, 3.805051800764078, 3.493629378231966, 3.1694206467121266, 2.9164562927619166, 2.6729013820036127, 2.427916796323832, 2.236765026368575, 2.0170123478824284, 1.857867080114298, 1.67952128232236, 1.5481810589113338, 1.4101858674899446, 1.2827653858694035, 1.1750251680676511]","[-0.5022251525112155, -0.5119818588296413, -0.48756612189024057, -0.5035569464185684, -0.47829266634347684, -0.48943746748466543, -0.497850956903814, -0.503828872578853, -0.48772397922994304, -0.4904931297057695, -0.5113593045952832, -0.5001357586647814, -0.5029644434534568, -0.504226305620687, -0.5069058465533365, -0.48707781469645317, -0.5133530521805367, -0.5004922400097075, -0.49481482758442996, -0.508969988188312, -0.5074076117780104, -0.48807569385228333, -0.5172594280646521, -0.49050587592134387, -0.50947638870541, -0.4851673503139973, -0.5062257636548102, -0.49265406739329487, -0.49997434925582107, -0.5163530639233175]","[9.882452660761865, 9.007750410671413, 8.282278553840344, 7.442098292704029, 6.8704908175466475, 6.141415469628062, 5.688740414361195, 5.1957303326765345, 4.777717006866238, 4.357769391214945, 3.955047984714404, 3.6179983928696906, 3.3272025335616195, 3.0136400676756243, 2.7738710369954616, 2.476954441391176, 2.2601170035826605, 2.113359824040064, 1.9185070321997408, 1.7461978194202898, 1.6105193892081113, 1.4671981427382728, 1.3466405764846376, 1.2204341545063238, 1.115206890267428, 1.022678075186415, 0.9254860551218648, 0.8580835893225575, 0.773515977280838, 0.7072117887299258, 0.6417478269893184]",26.0,26.0,16.377339994256353,9.882452660761865,5.846525345113766,-0.4998785442102037,32,3,21
"[16.40205991181141, 15.310878483109223, 14.177161444998344, 13.127556457539985, 12.02864084753326, 11.237625439408786, 10.278417002104588, 9.47390617211576, 8.889258621681881, 8.263238973694094, 7.681520809270496, 7.211219532956686, 6.684613732818143, 6.088233848777317, 5.621147548982091, 5.178445797951938, 4.8720632122237175, 4.562251681072999, 4.180241935171334, 3.797439381990686, 3.50160728860442, 3.254031908567371, 3.014910387076079, 2.812746043765117, 2.597170099491712, 2.4016912240773327, 2.2632067706074523, 2.0901802503492717, 1.9351054825863179, 1.7698406101556252]","[-0.5013949191957753, -0.4986780757791329, -0.4961857543212558, -0.5101597274465477, -0.48989102911200827, -0.5039284565322005, -0.4829626513607507, -0.4921025286959785, -0.49604522092592424, -0.4908230217647728, -0.49013155415066273, -0.5073727360953002, -0.5136741891437946, -0.4934809557788499, -0.5097382439870924, -0.49423611454240285, -0.5074071692882025, -0.5221895906939994, -0.5159197169827507, -0.4918446567967235, -0.49586654076395287, -0.49546447778966196, -0.4903020828023183, -0.502414479965579, -0.5043818055389068, -0.48729059589871027, -0.504617912222618, -0.5020263688939145, -0.5101324114578358, -0.4908742905594299]","[9.77072810229458, 9.156631009265954, 8.526893640406916, 7.859763436669066, 7.243479444299954, 6.689265856521398, 6.2676046296124746, 5.663540986173228, 5.302877396991669, 4.973332503789826, 4.595001946886496, 4.302531671487808, 4.002103013814973, 3.679504261344299, 3.3635052615289447, 3.1045867661200592, 2.8851284361665606, 2.726069813523862, 2.5019183886073466, 2.2982168695821388, 2.097090225117543, 1.9509106641185643, 1.8113419873430217, 1.680446377992974, 1.56413174644291, 1.4294533525980238, 1.3552640459746779, 1.2533937937049335, 1.1578828316252265, 1.068493649515887, 0.9807458537775622]",,,16.40205991181141,9.77072810229458,6.690213696683114,-0.4997179092829018,32,4,22
"[16.424406814968773, 15.38299600650155, 14.61505525769397, 13.700618161926549, 12.96097896856245, 11.993978129873087, 11.000276047122334, 10.303885316874515, 9.652357613429334, 9.14315586747174, 8.61284725777351, 8.036776399056395, 7.4238498289885655, 6.910525316491395, 6.528872942038927, 6.183780906795755, 5.766916980470709, 5.450801442073583, 5.06369681249733, 4.6685927636347255, 4.4437972413007785, 4.164238056828685, 3.8433875578521013, 3.604512455928277, 3.4112599196219957, 3.211251004109423, 2.9195751336019664, 2.7309759399742655, 2.562463447957392, 2.405563037730595]","[-0.486305229790527, -0.49866741135511206, -0.5036252830536204, -0.4895012610607484, -0.5081333512303016, -0.49986787195633975, -0.47444383381368005, -0.48795105041164083, -0.4960944971341892, -0.5065319909102568, -0.5006568706214367, -0.49984590198309087, -0.4914591789300023, -0.4886180905681675, -0.49135309006375993, -0.5005546053425716, -0.4892924984018354, -0.5062224843544755, -0.5038196727559475, -0.48684036897689104, -0.5011754689316543, -0.5077907822471431, -0.49714128293338233, -0.5001702259399945, -0.5089767183434017, -0.5238543034980349, -0.47448458515087005, -0.493509576843794, -0.5001239371642118, -0.4856486637762695]","[9.952886097320228, 9.09284756840766, 8.676167381703598, 8.177048559419879, 7.696222942939661, 7.227010425138145, 6.6185958271947385, 6.190486629575997, 5.752730368804509, 5.405571468369849, 5.127924437980507, 4.81350371838704, 4.464858940595242, 4.129746742686739, 3.8789392503166176, 3.68089291483867, 3.4570342777389174, 3.2245361733503817, 3.0557492952693766, 2.7817524328693235, 2.63216478403363, 2.496484584184205, 2.2981861479210393, 2.1431011803947584, 2.0181703583229096, 1.9085819904481174, 1.7694925068091691, 1.6297629613493114, 1.53000710457781, 1.4281644728370848, 1.3626583553417737]",,,16.424406814968773,9.952886097320228,7.437379754305021,-0.49675533625144497,32,5,23
"[15.706097619191652, 14.0254340637592, 12.743964759789165, 11.557027326081775, 10.262007527558902, 9.066634899970623, 8.13908423943535, 7.533340395932167, 6.642937511058593, 5.80041519038194, 5.249914476046291, 4.683321796243698, 4.197373587114838, 3.803075555909022, 3.4206174547250385, 3.0446091031290132, 2.7193570279214336, 2.4382423320658924, 2.1694122164405147, 1.9684802915477928, 1.750952471243128, 1.5737834337207868, 1.4027776281543924, 1.2308823746458177, 1.1053948508934794, 1.0077378549721667, 0.8955198561517653, 0.8017124191856628, 0.7093975503104908, 0.6467237993736998]","[-0.4744597773698794, -0.48959766585745207, -0.49426725771617097, -0.5043000072897296, -0.5041740415904316, -0.48870311823419227, -0.49010873125405446, -0.517122490549854, -0.49036610466466135, -0.4769828711170254, -0.5011442169225309, -0.4834899190602214, -0.4929871869581787, -0.5034530105832513, -0.5007440734049556, -0.5012109170694673, -0.5017715497133093, -0.5069166986989975, -0.4833268134820834, -0.5149774514821641, -0.4961833835571169, -0.5052908404053934, -0.5063847402324423, -0.49675222835303795, -0.4895505544428315, -0.5094387275063298, -0.48727177307583586, -0.4975319662654314, -0.4705130684821934, -0.5174775794359233]","[9.693977190565805, 8.586302492019191, 7.656201232750502, 7.083700178400805, 6.233171655231928, 5.594233919836272, 4.9069397773163885, 4.519684513986154, 4.127003075840821, 3.5612372356826394, 3.184773276347486, 2.8723174426545675, 2.562451230217834, 2.293091307261894, 2.091749829995614, 1.8546918255199234, 1.6576661632691072, 1.4788333191652958, 1.3288266745477866, 1.1888797373672513, 1.07189302076929, 0.9512999774588036, 0.8620301156760833, 0.7531188219557626, 0.6688843110997101, 0.6115450866819042, 0.5478784994561623, 0.4900386726869401, 0.43593134920989796, 0.39094181247556364, 0.35117892228929987]",22.0,21.0,15.706097619191652,9.693977190565805,4.876540987098475,-0.49654995882583813,32,2,24
"[16.17163990340963, 15.181309497649227, 13.666759590414381, 12.247929354813367, 11.26740501720227, 10.271209273623152, 9.348578637638848, 8.481391708247896, 7.886700194656856, 7.201456010134065, 6.574004104479719, 5.985011045375829, 5.42006694353841, 4.997666374848183, 4.567675501191028, 4.165079784561102, 3.8191004706276725, 3.4759654311964665, 3.1856669591488824, 2.8656303229966333, 2.6369859810776153, 2.4416118632829282, 2.197359705121091, 1.994145864330523, 1.8194705837480294, 1.6865293283249905, 1.5578736411819116, 1.3921415707611284, 1.2744691900009073, 1.1608539154345843]","[-0.48252998141348596, -0.5141269875040183, -0.4989364179917488, -0.4892103867552692, -0.498965564475755, -0.49319889225609503, -0.49351379277140345, -0.4752352973406752, -0.5102007615533594, -0.4971508061635718, -0.49881025440379545, -0.501307702817203, -0.4851987168347975, -0.4953858724683447, -0.4963572327543275, -0.4966693100193046, -0.5103045108072389, -0.49724303775370804, -0.5056749456149919, -0.4875998789165225, -0.49600474728341304, -0.5114604321699401, -0.49232972972650496, -0.49432545359547353, -0.48148880835003954, -0.4916594256558254, -0.506090398542731, -0.48471639057099536, -0.5036815010775558, -0.4852179863160712]","[9.713897922780673, 9.065294911881445, 8.37826072682878, 7.398178554212811, 6.791200693055552, 6.219569770216728, 5.66315970335352, 5.150951267073533, 4.7210462213035065, 4.352495185464051, 3.967954710014496, 3.6234501396189613, 3.281624982018605, 3.0059433349965228, 2.7721653460873723, 2.5062948594785945, 2.307087376512745, 2.0859560752708015, 1.9304256510597377, 1.7394967695873944, 1.5819233859112234, 1.4663306726179484, 1.3413926012038138, 1.2010955843212883, 1.1052396151699908, 1.0080061745390154, 0.9445153219960309, 0.8499035580957576, 0.7650828170396687, 0.7043303501865495, 0.6422666720471019]",26.0,26.0,16.17163990340963,9.713897922780673,5.831389592300578,-0.4958198407968056,32,3,25
